review_date,reviewer,star,helpful,text,course_name
2022-06-02,Hnin W H S,5,0,I know all the basic skill of Data analytics,foundations-data
2022-05-24,Roshan H,5,0,A great foundational course setting the tone,foundations-data
2022-05-12,Quick L,5,0,its very interesting .. i .loved it so much.  ,foundations-data
2022-05-11,Ramrod,5,0,This was a great opportunity and expeirence. ,foundations-data
2022-05-05,Nana H H,5,0,Quite detailed and relatable way of teaching,foundations-data
2022-05-04,saikat d,5,0,Thank you very much for the financial aid .❤,foundations-data
2022-04-28,Jon A,5,0,Amazing and a good learning flow. Thank you!,foundations-data
2022-04-26,Atul S,5,0,Completed this within 2 days and im lovin it,foundations-data
2022-04-22,Prathibha J,5,0,Excellent videos and materials.Thanks a lot.,foundations-data
2022-04-20,abdelrhman e,5,0,really good and makes you thinks by yourself ,foundations-data
2022-04-19,Ajulo O v,5,0,The course is on point and well explanatory.,foundations-data
2022-04-14,Deepak T,5,0,change mind set as dataanalyst. great course,foundations-data
2022-03-04,Aditya  C,5,0,M​any thimgs i have learned from this course,foundations-data
2022-02-21,Sangeethapriya J,5,0,best course to understand the basics of data,foundations-data
2022-02-14,Paul L O,5,0,Kudos to the creators of this course module!,foundations-data
2022-02-05,Satvik S,5,0,Boosted my confidence. Made me more curious!,foundations-data
2022-01-30,Valerie Y,5,0,Informative and very interactive. I love it. ,foundations-data
2022-01-28,Mina H M (,5,0,Awesome beginner friendly learning material.,foundations-data
2022-01-22,Sanapathi H,5,0,Super amazing course with a great instructor,foundations-data
2022-01-18,Maximiliano V,5,0,Excelente curso introductorio a Data Analyst,foundations-data
2022-01-08,CHANDRA S K,5,0,its was very informative session on bassics.,foundations-data
2022-01-05,Anil K K,5,0,​ Excellent approach to learn Data Analytics,foundations-data
2021-12-30,Aakash C,5,0,"good course ,  how to got course certificate",foundations-data
2021-12-13,dorcas o,5,0,Thanks so much for given some of us a chance,foundations-data
2021-12-09,Ragni K,5,0,​It was an awesome journey. I just loved it. ,foundations-data
2021-12-07,Justyna,5,0,A very good introduction to analitics world.,foundations-data
2021-11-11,Dallal A,5,0,Great start to understanding data analytics.  ,foundations-data
2021-11-10,Mohammad F I,5,0,Very nicely explaine and easy to understand.,foundations-data
2021-11-02,Farjana A,5,0,"V​ary informative course, easy to understand",foundations-data
2021-10-31,Bagel K,5,0,Great course to start with this Google cert!,foundations-data
2021-10-27,Jaadi Y,5,0,I really enjoy learning all these new skills,foundations-data
2021-10-24,mohammad s,5,0,it was a perfect step to start a big journey ,foundations-data
2021-10-20,Aung S W,5,0,It is great useful for daliy life analytics. ,foundations-data
2021-10-14,Edwin M F,5,0,The course was very informative and helpful.,foundations-data
2021-10-14,Abhinav P,5,0,Great course and best explanation by google.,foundations-data
2021-10-07,Shakhawat H,5,0,It was a great start to know all about Data!,foundations-data
2021-09-22,Mary P,5,0,Clear presentations and relevant information,foundations-data
2021-09-15,Mustak A,5,0,Love this course.Really amazing presentation,foundations-data
2021-08-16,Muzzamil A,5,0,i love to beeing part of this amazing course ,foundations-data
2021-08-11,vanshika p,5,0,"A great initiative by Google.
Thankyou Google",foundations-data
2021-08-11,SHAIK S,5,0, i learn so many new things from this course.,foundations-data
2021-08-02,Anıl A,5,0,Really encouraging and informational course.,foundations-data
2021-08-01,Edgar G,5,0,It's a good course to introduce Data Science,foundations-data
2021-08-01,SARTHAK S,5,0,very informative and fun to learn about data,foundations-data
2021-07-31,Juan D G B,5,0,excelente introducción al mundo de los datos,foundations-data
2021-07-30,Madhura P,5,0,Great Course to start learning data analysis,foundations-data
2021-07-22,Dilesh,5,0,"Just Amazing, Thankyou Google and Coursera!!",foundations-data
2021-07-19,Andrea V,5,0,The module are easy to follow and understand,foundations-data
2021-06-26,Nubian L,5,0,I am ready for the next step in Data analyse,foundations-data
2021-06-23,Mendu . v,5,0,"very good explanation , easy to understand .",foundations-data
2021-06-15,Noël B,5,0,Very interesting course in my future career.  ,foundations-data
2021-06-14,Ganesh R,5,0,Addressed everything that a beginner needed.,foundations-data
2021-06-08,Abhinav P A,5,0,Very descriptive and informative. Excellent.,foundations-data
2021-06-07,Hanymol B,5,0,Really motivated me to take this career path,foundations-data
2021-06-02,Krithika S,5,0, The course was easy to follow and understand,foundations-data
2021-05-24,Md A N,5,0,I am highly satisfied to end up this course.,foundations-data
2021-05-18,Olatunde A,5,0,An exclusive introduction into data analysis,foundations-data
2021-05-17,AMIT J S,5,0,This Is Best Course For Learning Than Other.,foundations-data
2021-04-20,BHUPESH  G,5,0,The Best course in my life I have attended .,foundations-data
2021-04-16,AYUSH C,5,0,Overall good course for data analyst fresher,foundations-data
2021-04-13,chadray W,5,0,It's been a very good start to this journey.,foundations-data
2021-04-11,Edwin P,5,0,"Muy buen curso, agradecido por lo aprendido.",foundations-data
2021-04-11,Momtaz A M,5,0,Fantastic course! Very useful to start with.,foundations-data
2021-04-02,Vivek P,5,0,"EXCELLENT , EXCELLENT , EXCELLENT!!!!!!!!!!!",foundations-data
2022-09-28,wongsatorn p,5,0,A​ great introduction to the data analysis!,foundations-data
2022-09-26,Nguyễn P T,5,0,I​t's very interesting and important course,foundations-data
2022-09-04,Adriane T,5,0,Very informative and fun material to learn.,foundations-data
2022-09-04,Kazi M,5,0,Awsome and informative course for beginners,foundations-data
2022-09-02,Lesley R,5,0,Practical information in digestible chunks. ,foundations-data
2022-08-28,AARUSH A,5,0,It was very informative and built my basics,foundations-data
2022-08-27,Didier I,5,0,This is a great course for data enthousiast,foundations-data
2022-08-22,Hesham N,5,0,An excellent into for someone starting out.,foundations-data
2022-08-22,Etinyene U,5,0,Great course. Perfect foundation for anyone,foundations-data
2022-08-21,José M M,5,0,I have learnt a lot from this basic course!,foundations-data
2022-08-07,Gautam K,5,0,very awesome and teching level is top notch,foundations-data
2022-08-01,ahmed h,5,0,really great for anybody starting from zero ,foundations-data
2022-07-31,Mohammd A A,5,0,"Grat Course, Lot of theing to learn on data",foundations-data
2022-07-26,Evangeline C O,5,0,EXCELLENT STEP TO STEP COURSE WORK AND TEST,foundations-data
2022-07-22,Ahmineh J,5,0,"I​t was insightful, and easy to understand.",foundations-data
2022-07-22,Vipul R,5,0,It really helps to build foundation of Data,foundations-data
2022-07-22,Arief A,5,0,good introduction for data analytic process,foundations-data
2022-07-20,Akshay  T,5,0,Good Knowledge given throughtout the course,foundations-data
2022-06-28,Lisita S,5,0,Great Introduction to Google data analytics,foundations-data
2022-06-06,Mihretab S G,5,0,"Excellent format, assessments and teachers.",foundations-data
2022-06-05,Leslie J,5,0,Great start to information. Easy to follow.,foundations-data
2022-05-31,Sule O D ,5,0,Amazing learning experience. thank you Tony,foundations-data
2022-04-17,Sudeer K,5,0,"good stuff, can gain more knowledge on data",foundations-data
2022-04-17,Sreejesh S,5,0,Very interesting insights to data analytics,foundations-data
2022-04-05,Gabriel B,5,0,The instruction and materials were amazing. ,foundations-data
2022-04-03,Yujia L,5,0,"excellent knowledge, info and external link",foundations-data
2022-03-31,Leith S,5,0,Incredible course. For anyone at any level.,foundations-data
2022-03-27,Harsh K,5,0,"Amazing, get to learn about wonders of data",foundations-data
2022-03-25,Shiyao Z,5,0,It' s practical and suitable for beginners. ,foundations-data
2022-03-13,Yaoming L,5,0,Very good course and suitable for a fresher,foundations-data
2022-03-10,Sheetal P,5,0,All video and course material well designed,foundations-data
2022-03-01,Erickson E M,5,0,A very good Foundation to the data Analysis,foundations-data
2022-02-13,khalid c,5,0,course was a lot information and beneficial,foundations-data
2022-02-09,Brenda t,5,0,I love how every definition had an example. ,foundations-data
2022-01-12,kriti s,5,0,Impressive course where I have learnt a lot,foundations-data
2022-01-09,Sajna T,5,0,Good course. Increased my confidence level.,foundations-data
2022-01-04,Admil A,5,0,So great Experience learn about data analys,foundations-data
2021-12-20,brian n,5,0,G​reat Course for begginers in data science,foundations-data
2021-12-15,Chris v N y S,5,0,Great introductory course to data analytics,foundations-data
2021-11-28,Sayan M,5,0,Brilliant introduction to the world of data,foundations-data
2021-10-23,Jose B R V,5,0,"great course, i will recommend for everyone",foundations-data
2021-10-14,Utkarsh Y,5,0,Best introductory course for data analytics,foundations-data
2021-10-12,L H,5,0,"loved everything, simple and easy to learn.",foundations-data
2021-09-22,Sandeep K,5,0,It is a good starter pack for data analysts,foundations-data
2021-09-19,Nyla C,5,0,"Very easy and straightforward, I'm excited!",foundations-data
2021-09-15,Pasquale S,5,0,A good overview on the magic world of Data!,foundations-data
2021-09-14,Ahmed D,5,0,Very good start to know about data analysis,foundations-data
2021-09-06,Gulson s,5,0,s​atisfied with the learning and resources.,foundations-data
2021-09-06,Omosebi J,5,0,This was very insightful. Thank you Google.,foundations-data
2021-09-06,Wang L,5,0,​its awesome to get to know how to analysis ,foundations-data
2021-09-05,Retin,5,0,Very good for beginners. Love the lectures.,foundations-data
2021-08-27,Minh Đ N,5,0,Really perfect for a beginner in data field,foundations-data
2021-08-26,liromanny,5,0,"excelent, i just realy enjoy it this course",foundations-data
2021-08-23,Mudasar K,5,0,"Amazing course, helped me find my strength.",foundations-data
2021-08-18,Felipe M A,5,0,I feel very satisfaced with this first part,foundations-data
2021-08-12,Abhishek N,5,0,Course was excellent contents are excellent,foundations-data
2021-07-26,Venus B,5,0,Really builds the foundations for the role.  ,foundations-data
2021-07-17,Thitiwat,5,0,Great course for no-data background learner,foundations-data
2021-07-16,Max D,5,0,Great instruction and introduction to Data. ,foundations-data
2021-07-11,Federico O,5,0,Good introduction to understand data wolrd. ,foundations-data
2021-06-24,Prajwal e p,5,0,It was very informative and interesting one,foundations-data
2021-05-19,Ranvijay K,5,0,Excellent course covers basics beautifully. ,foundations-data
2021-05-05,Dominika S,5,0,Absolutely in love with this course so far. ,foundations-data
2021-05-04,Lydia B,5,0,It was very easy to follow and informative.,foundations-data
2021-05-03,Joe V,5,0,Very Helpful. Best course Ive taken so far. ,foundations-data
2021-04-30,Vishnu V R,5,0,Everything is exceptional about this course,foundations-data
2021-04-30,Rajashekar s,5,0,"Well for starters,it was very good overall.",foundations-data
2021-04-29,Abdelaziz A,5,0,"Thank you, it was a great informative Cours ",foundations-data
2021-04-29,Vrunda P,5,0,BEST FOUNDATIONS COURSE I EVER EXPERIENCED!,foundations-data
2021-04-13,Faby M,5,0,It is a great course!.. I've learned a lot.,foundations-data
2021-04-10,Asem A S,5,0,Amazing Introduction to Data Analysis Field,foundations-data
2021-04-01,Kraisorn P,5,0,Good to start learning about Data analytics ,foundations-data
2021-03-19,Cynthia T,5,0,Excellent foundation course! Thanks Google!,foundations-data
2021-03-15,Василий К,5,0,It is really good foundation for beginners!,foundations-data
2021-03-13,Alfredo A S,5,0,Really good introduction to the Data World.,foundations-data
2022-09-21,Ibrahim F,5,0,Absolutrely Amazing. i will give it a 100%,foundations-data
2022-09-08,Carl C,5,0,Very well prepared and easy to understand.,foundations-data
2022-08-23,Dene A,5,0,i fully recommend for data analyst interns ,foundations-data
2022-08-21,George B,5,0,Great introduction for complete beginners.  ,foundations-data
2022-08-21,Kalyani D,5,0,"Profusely and thoughtfully designed course
",foundations-data
2022-08-16,Macky B,5,0,"Awesome course! 
I love data!
Thanks Google!",foundations-data
2022-08-12,Athriya s,5,0,It was amazing to know so much about Data.,foundations-data
2022-07-30,Alejandro A,5,0,It was the best online course i have take.,foundations-data
2022-07-30,yugandhar a,5,0,C​lean and precise introduction about data,foundations-data
2022-07-19,Aleksandra J,5,0,Great quality course as usual from Google.,foundations-data
2022-07-19,Oluwaseun B,5,0,good instructors and ease learning process,foundations-data
2022-07-15,R K G,5,0,Great start towards data analysis and role ,foundations-data
2022-07-11,JUAN I D,5,0,A​n excelent intro to data analysis world.,foundations-data
2022-07-09,Jasmine M,5,0,"So far, I am really enjoying this program!",foundations-data
2022-07-08,JOSE V,5,0,E​xcellent instructor and quality content! ,foundations-data
2022-06-27,Derrick N,5,0,"great instrutor, thanks for the experince. ",foundations-data
2022-06-20,Vivek K M,5,0,The nicest way of explaining from scratch.,foundations-data
2022-06-16,Nicole T,5,0,Materail was easy to understand and retain,foundations-data
2022-06-15,Ujwal K,5,0,came as learner left as a fan boy of Tony!,foundations-data
2022-06-08,Wendy R A A,5,0,so great and help me more for my knowledge ,foundations-data
2022-06-07,Darlington C,5,0,Awesome instrutor and introductory course.,foundations-data
2022-06-05,chevroletson,5,0,"
A REALLY GOOD COURSE I TOTALLY RECOMEND IT",foundations-data
2022-06-04,Ali S,5,0,Amazing for the new guys in the data field ,foundations-data
2022-06-01,Leong K Y,5,0,good knowledge for build up the foundation ,foundations-data
2022-05-22,khaled h,5,0,"Great course, really learned alot from it.",foundations-data
2022-05-21,Ma. C T D C,5,0,"Muy claro y descriptivo, buenos materiales",foundations-data
2022-05-14,Shamindranath D,5,0,this is very good course.its help me a lot,foundations-data
2022-05-13,Iribi V,5,0,"Exceñente curso, con ejemplos y ejercicios",foundations-data
2022-05-12,Cristian R P,5,0,"Great Content, the instructor was great!!!",foundations-data
2022-05-11,Lynda O,5,0,Very insightful. Information packed course,foundations-data
2022-05-05,jagdish m,5,0,I like and learn lot more from this course,foundations-data
2022-04-27,Rahim M,5,0,Excellent introduction of the whole field. ,foundations-data
2022-04-25,Wassim M,5,0,This was a great foundation for beginners. ,foundations-data
2022-04-15,Manish Y,5,0,A​swome course with greate explanations !!,foundations-data
2022-04-09,Jacob O,5,0,I learnt a lot of things. Thank you Google,foundations-data
2022-03-28,Hang V,5,0,A good foundation course on data analytics,foundations-data
2022-03-25,Duong X N,5,0,"It gave me foundation of business anaytics
",foundations-data
2022-03-23,Rosemary I,5,0,V​ery interesting and educative. I love it,foundations-data
2022-03-01,Nikhil V,5,0,Awesome content with an in-depth knowledge,foundations-data
2022-02-11,Bonang K,5,0,Good instruction and even better use cases,foundations-data
2022-02-01,Z L,5,0,Great introduction and basics refresher!!!,foundations-data
2022-01-07,Sanjay P,5,0,This is a wonderful course. lots to learn.  ,foundations-data
2022-01-07,Sourav T P,5,0,Good entry evel course for data analytics.,foundations-data
2021-12-09,Griffin H,5,0,A​ great intro into the world of analytics,foundations-data
2021-12-06,Omar M,5,0,A very nice introduction to data analytics,foundations-data
2021-11-30,Saad B A A,5,0,examples and experience were very helpful.,foundations-data
2021-11-13,Sanju S,5,0,"E​asy to learn,Effeciently and effectievly",foundations-data
2021-11-05,Ben K,5,0,I am enjoying the instructors and content.,foundations-data
2021-10-24,Subburaj T,5,0,Awesome explanation and ease to understand,foundations-data
2021-10-16,NIKEN W,5,0,Every week materials are very interesting! ,foundations-data
2021-09-16,aananya d,5,0,best course i've come across on Coursera !,foundations-data
2021-09-12,pavan k,5,0,nice course .....cleared all basic concept,foundations-data
2021-09-02,Merin A,5,0,excellent course for any beginner to learn,foundations-data
2021-08-18,NATACHA C,5,0,"i​ loved it, enjoy it and learned so much. ",foundations-data
2021-08-17,Enrique J,5,0,A great course to begin with data analysis ,foundations-data
2021-08-17,Nguyễn Đ Q,5,0,super useful and inpiring thank you google,foundations-data
2021-08-12,Ramis S,5,0,"Great, easy and simple course from Google. ",foundations-data
2021-08-03,Olaifa O J,5,0,"Great Course! Precise and simple delivery. 
",foundations-data
2021-07-27,Pshya J,5,0,love the way how they explained everything,foundations-data
2021-07-12,Yash R,5,0,best explanation and minimum time required,foundations-data
2021-07-12,June V M G,5,0,Teaches the fundamentals of data analysis. ,foundations-data
2021-06-09,Ibrahim M D,5,0,Very detailed and well articulated course. ,foundations-data
2021-06-05,Luciano B,5,0,F​oundations are the base to build on top.,foundations-data
2021-06-01,Ovindi J,5,0,"Excellent content, outstanding experience!",foundations-data
2021-05-28,Dom C,5,0,This course was very fun and educational . ,foundations-data
2021-05-28,Ying H P,5,0,This course is really good. Worth for it!!,foundations-data
2021-05-11,Jackie,5,0,Easy to follow and absorb the information.,foundations-data
2021-05-09,jagdish c,5,0,great course covers all the minute details,foundations-data
2021-04-27,Maria P,5,0,Good base knowledge of Data Analyst's job.,foundations-data
2021-04-27,Siddikur M,5,0,Excellent Course. Really enjoy the course.,foundations-data
2021-04-26,ayman f,5,0,nice to learn from all of you thanks a lot ,foundations-data
2021-04-07,Olatunji A,5,0,It has been an interesting journey so far!,foundations-data
2021-04-07,Ahmad K A N H,5,0,"Great foundational course on data analysis
",foundations-data
2021-04-05,Laura E C,5,0,It's a great starter for any Dara Analyst.,foundations-data
2021-04-03,Gaurav J,5,0,ITs Wonderful course to learn about data!!,foundations-data
2021-03-22,jishnu s,5,0,The best foundation for every data analyst,foundations-data
2022-10-05,Clessza g,5,0,"v​ery good coursera , i like this program",foundations-data
2022-10-03,Ken S,5,0,G​reat course technique by all standards. ,foundations-data
2022-10-02,Salam M,5,0,"C​ool, foundations are important to know!",foundations-data
2022-09-27,Nicko B,5,0,V​ery good introduction to Data analytics,foundations-data
2022-09-15,Randall R,5,0,"V​ery good information and course format.
",foundations-data
2022-09-02,Leonard K,5,0,Great intro for the Analytics certificate,foundations-data
2022-08-28,Amit R,5,0,BEST COURSE TO LEARN ABOUT DATA ANALYTICS,foundations-data
2022-08-12,Hengameh M,5,0,Clear progress. Easy to follow. No tricks,foundations-data
2022-08-08,lailatussyifah n,5,0,Kursus ini sangat memperluas wawasan saya,foundations-data
2022-08-03,Uche I,5,0,Great Course! Brought out the best in me!,foundations-data
2022-07-29,Irwan Y,5,0,"Whoaaaaa, very cool and very informative.",foundations-data
2022-07-16,Robert C,5,0,Fantastic introduction to Data Analytics. ,foundations-data
2022-07-15,K A,5,0,Great Insights for building a foundation.,foundations-data
2022-07-12,Dushani S,5,0,Love the topics and content of the course,foundations-data
2022-07-05,Jitendra S,5,0,Most relevent course as per recent trend.,foundations-data
2022-06-22,Hyejung P,5,0,It was really helpful and easy to follow!,foundations-data
2022-06-22,Sumit K,5,0,Good to start with with lot of Motivation ,foundations-data
2022-06-12,Vivek P,5,0,Best Foundational course to get started !,foundations-data
2022-06-02,nidhi n,5,0,Amazing content and fabulous explaination,foundations-data
2022-05-23,Raphael B,5,0,"Excellent course, didactic and objective.",foundations-data
2022-05-19,YOGESH P,5,0,"great courses but certificate missing...

G",foundations-data
2022-05-18,KM V (,5,0,Excellent course for begginer to advance.,foundations-data
2022-05-06,shoron b,5,0,very informative course it was fun to  do ,foundations-data
2022-05-03,Shristee k,5,0,It was very interesting and easy to learn,foundations-data
2022-04-29,jv s y,5,0,PERFECT FOR THE INTERMEDIATE LVEL PEOPLE.,foundations-data
2022-04-28,temitayo i,5,0,Solid Course for a foundational knowledge,foundations-data
2022-04-28,Theodore N,5,0,Excellent introduction to data analytics!,foundations-data
2022-04-24,uzo n,5,0,"Very educating, and very good instructors ",foundations-data
2022-04-04,Damilola T,5,0,This course is explanatory and practical. ,foundations-data
2022-04-01,Ashunte R,5,0,I enjoyed this for a noob such as myself!,foundations-data
2022-02-11,Assel K,5,0,Thanks for the easy-to-understand course.,foundations-data
2022-02-06,JAMES Q,5,0,The course material is very comprehensive,foundations-data
2022-02-04,Ray,5,0,It was nicely paced and well planned out.,foundations-data
2022-01-10,Samuel I,5,0,A very Good Start! Thank you Google Team.,foundations-data
2022-01-09,Sameer K,5,0,good one looking forward to other courses,foundations-data
2021-12-29,Aniket J,5,0,create very strong base of Data analysis.,foundations-data
2021-12-03,Christopher M,5,0,Absolutely fantastic. Very user friendly.,foundations-data
2021-11-30,K J P,5,0,good course to know basics and basic idea ,foundations-data
2021-11-18,Harish S,5,0,This course is perfect for the beginners.,foundations-data
2021-11-13,Adejuwon A,5,0,This was very engaging and easy to follow,foundations-data
2021-11-08,Imran R,5,0,"My experience was great. Thanks, Coursera",foundations-data
2021-11-08,Ignitius M,5,0,Great topics and tutors who understadn it,foundations-data
2021-10-29,Charity L,5,0,G​reat for someone new to data analytics. ,foundations-data
2021-10-28,Jeremy B,5,0,Excellent class for beginners. Well done! ,foundations-data
2021-10-27,PRAVEEN A,5,0,G​reat start for the data analytics world ,foundations-data
2021-10-17,João C,5,0,"excellent, very basic but very insightful",foundations-data
2021-10-12,Tanmoy D,5,0,very nice I simply learning lot of things,foundations-data
2021-10-05,Tushar k,5,0,Best course I Really enjoyed this course.,foundations-data
2021-09-23,Yanisa U,5,0,G​reat for beginnner. Easy to understand! ,foundations-data
2021-09-05,Chanay J,5,0,​The instructor was AMAZING! Thank you!!!,foundations-data
2021-08-30,KUMARI P,5,0,superb and highly recommended this course,foundations-data
2021-08-18,safna c,5,0,very helpful notes and easy to understand,foundations-data
2021-08-05,Divij S,5,0,V​ery easy to understand and interesting!,foundations-data
2021-08-04,Dhritee T,5,0,"Nice course , very informative , loved it",foundations-data
2021-07-21,Akshat G,5,0,Helped to gain more interest in analytics,foundations-data
2021-06-25,Moin K,5,0,the best interactive course for beginners ,foundations-data
2021-06-09,Brook S,5,0,"I thought went really well, I enjoyed it.",foundations-data
2021-05-31,George W,5,0,"S​imple, easy to understand and navigate.",foundations-data
2021-05-23,Paschal i,5,0,Gained an incredible amount of knowledge.,foundations-data
2021-05-22,Reem A,5,0,it is a very nice course I really enjoyed,foundations-data
2021-05-20,Ashrafuddin A,5,0,This is the best course for Data Analysis,foundations-data
2021-04-20,Deiyandara G C,5,0,Awesome program. Content was really clear,foundations-data
2021-04-17,Bappaditya M,5,0,Great for diving in data analytics field.,foundations-data
2021-04-16,Wei c C,5,0,Good introduction about the data analytic,foundations-data
2021-04-15,Cinzia Z,5,0,"Muy buenas las bases, me pareció muy útil ",foundations-data
2021-04-11,Julien L,5,0,Awesome fundamentals and really intuitive,foundations-data
2021-04-07,Asad I,5,0,Loved it! So interesting and motivational,foundations-data
2021-04-02,Charlie R,5,0,Was a great introduction to data analysis,foundations-data
2021-03-20,Md S S,5,0,The course is a good introductory course.,foundations-data
2021-03-17,Tenzin R,5,0,Sehr informativ und einfach zu verstehen. ,foundations-data
2022-10-03,AMINAT Y,5,0,H​AD A WONDERFUL TIME TAKING THIS COURSE ,foundations-data
2022-09-16,Juan M G M,5,0,G​reat course with a lot of information. ,foundations-data
2022-09-12,NORMA E Q P,5,0,"estuvo excelente, realmente lo disfruté.",foundations-data
2022-09-02,Shahid S,5,0,Very insightful information for beginner,foundations-data
2022-09-01,Luis F,5,0,"Es un curso excelente, lo disfurte mucho",foundations-data
2022-08-31,Hassan H H,5,0,​A very good intro to the world of data.,foundations-data
2022-08-28,Ayush S,5,0,"it was good and great for me as begineer
",foundations-data
2022-08-21,Isika J,5,0,Thanks! Cousera for this amazing course. ,foundations-data
2022-08-18,ABHISHEK K,5,0,Best videos and explained very properly.,foundations-data
2022-08-15,Prince c,5,0,"Splendid ride, informative and engaging.",foundations-data
2022-08-02,yvens,5,0,bueno para introduccion en el data world,foundations-data
2022-07-30,Jiacheng B,5,0,V​ery good for no experienced beginners!,foundations-data
2022-07-27,Firlan L M,5,0,Well structured course I have been learn,foundations-data
2022-07-19,Normal N,5,0,Love it! Engaging and inspiring lessons!,foundations-data
2022-07-08,Aung B,5,0,I like the way the course is structured. ,foundations-data
2022-07-06,Taylor D,5,0,Very easy to understand and follow along,foundations-data
2022-07-04,Leaphorn C,5,0,​This is one of the best courses so far.,foundations-data
2022-07-04,Babarinde J B ,5,0,"awesome!!!
very interactive and educating",foundations-data
2022-07-03,Luis A H S,5,0,Very good approach to the Data Analytics,foundations-data
2022-06-30,Olajide M A,5,0,"Foundational topics were well discussed. 
",foundations-data
2022-06-29,Ganesh K,5,0,Great insights for a structured approach,foundations-data
2022-06-28,Daniel E,5,0,Awesome. I learnt a lot from this course,foundations-data
2022-06-18,Luis M,5,0,Excellent course. I will recommend it!!!,foundations-data
2022-06-11,Chetana R B,5,0,it awesome course. cant explain in words,foundations-data
2022-06-06,Shyam S,5,0,This is the Course I have seen in carrer,foundations-data
2022-05-30,Budhiman D,5,0,Its a great course. I am enjoying a lot.,foundations-data
2022-05-23,Krupali R,5,0,very well structured summmerize course..,foundations-data
2022-05-19,gongool,5,0,such amazing job google as always thanks ,foundations-data
2022-04-28,Nanda J,5,0,very nice and easy to understand course.,foundations-data
2022-04-27,Aqil A K,5,0,A nice way to start in the world of data,foundations-data
2022-04-21,Imam P,5,0,Good foundational data analytical course,foundations-data
2022-04-19,Jiss A,5,0,A good course for Data Analyst beginners ,foundations-data
2022-04-17,Mahesh K,5,0,Things look easier with good instructors,foundations-data
2022-04-11,Ade,5,0,I enjoyed every bit of it. Thanks Team!!,foundations-data
2022-04-09,ISAAC A L H,5,0,"The course is very good and educational.  
",foundations-data
2022-04-06,Binay S K,5,0,"Excellent, Learned a lot of information.",foundations-data
2022-04-01,Luis F M T,5,0,Excellent introduction to Data analysis.,foundations-data
2022-03-30,Saleha R,5,0,i​nclude more practice exercises for swl,foundations-data
2022-03-25,Miftahul A,5,0,"Good course with very basic explanation, ",foundations-data
2022-03-21,omolola g,5,0,"its a great course, i love it simlicity.",foundations-data
2022-03-16,Salome S,5,0,Great start. Highly recommended from me. ,foundations-data
2022-02-25,Deleted A,5,0,Such a wonderful course very well design ,foundations-data
2022-02-11,Alejandro C R,5,0,"this was a whole new experience, love it",foundations-data
2022-02-11,Arziev A,5,0,The best introduction to data analytics. ,foundations-data
2022-01-26,Emre Y,5,0,Great way to start data analytic journey,foundations-data
2022-01-24,Lindsey V,5,0,Loved all the content and presentations.,foundations-data
2022-01-15,catalina w,5,0,Structural and really help for begineer.,foundations-data
2021-12-26,riddhi w,5,0,It made me confident on my career choice,foundations-data
2021-12-22,Amr E,5,0,it's very easy to understand the content,foundations-data
2021-12-16,Felipe C,5,0,Great introduction to the world of data!,foundations-data
2021-12-08,ketan i,5,0,"Amazing and is perfect for data analysis 
",foundations-data
2021-12-04,Akezhan N,5,0,good start for the topic of data science ,foundations-data
2021-11-29,M M L 1,5,0,Very informative and interactive course.,foundations-data
2021-11-20,Sparsh C,5,0,"It was very helpful.
Thanks 
Tony & Google",foundations-data
2021-10-25,Salih Ö,5,0,It opens you a gate of a huge univers...,foundations-data
2021-10-16,John R,5,0,Very informative and easy to understand!,foundations-data
2021-10-06,Mothupi M,5,0,T​HE CLASS WAS GREAT ENGAING AND HELPFUL,foundations-data
2021-10-03,Jaspreet K,5,0,I love this course. It is so informative ,foundations-data
2021-10-01,SACHIN V,5,0,A great course to set a good foundation.,foundations-data
2021-09-06,Alyssa R,5,0,Very informative. Thoroughly enjoyed it! ,foundations-data
2021-08-28,Hargun C,5,0,"Amazing course, I learned a lot from it.",foundations-data
2021-08-21,yashu t,5,0, Truly a foundation for the whole course.,foundations-data
2021-08-16,Jorge P,5,0,Is an amazing introduction to Data World,foundations-data
2021-08-04,J I,5,0,Great intro course.  Ready for the next!,foundations-data
2021-08-01,Salah M,5,0,Coursera is the best place to learn more,foundations-data
2021-07-28,ALESSANDRO B,5,0,INTERESTING COURSE  - EXCELLENT TEACHERS,foundations-data
2021-07-20, M B A A K,5,0,thanks  thanks   thanks very interesting,foundations-data
2021-07-12,Piyush Z,5,0,It was a really good foundations course. ,foundations-data
2021-07-06,Alicia G,5,0,Great introduction to solid foundations! ,foundations-data
2021-06-24,John P,5,0,Very good introduction to data analysis.,foundations-data
2021-06-11,Anoop I,5,0,"Gives a great overview of data analytics
",foundations-data
2021-06-11,Rakesh K,5,0,Excellent experience  during this course,foundations-data
2021-05-20,Mithun G,5,0,Really good content from the Googlers!!!,foundations-data
2021-05-15,Eyram A,5,0,beest of the best very insightful course,foundations-data
2021-05-12,David N,5,0,Super fun and makes learning make sense. ,foundations-data
2021-05-03,Ajeet C,5,0,nice course to understand data and tools,foundations-data
2021-05-01,Mahmoud M,5,0,"THANK YOU GOOGLE <3
THANK YOU COURSERA <3",foundations-data
2021-04-22,RICARDO B E,5,0,Learned a lot and i am excited for more! ,foundations-data
2021-04-21,Joshua S ,5,0,Great pace and easy to understand/digest ,foundations-data
2021-04-21,Gazi G H,5,0,Well structured specially for beginners!,foundations-data
